No,Name,Price,Location,Rate,Living Room,Bed Room,Bed,Bath Room,Link
121,1BR Landmark Tower Vinhomes Central Park view L81,₫1.370.360 ,Hồ Chí Minh,"4,91",2,1,2,1,https://www.airbnb.com.vn/rooms/34983031?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899964_P3Zo5OC7k9cV_I3r&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
122,GIẢM GIÁ NGAY HÔM NAY với tầm nhìn thành phố - Netflix và HỒ BƠI miễn phí,₫745.339 ,Quận 4,"4,83",2,1,1,1,https://www.airbnb.com.vn/rooms/790403141651304942?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-26&check_out=2024-08-31&source_impression_id=p3_1723899964_P3Y2DjqMVc98_lK2&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
123,B House Inner 401,₫450.946 ,Quận 3,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1180420489289053671?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-09-04&check_out=2024-09-09&source_impression_id=p3_1723899964_P3M3R32DfxyQmbly&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
124,Căn hộ 1 Phòng ngủ Tiện nghi với View Landmmark 81,₫1.161.198 ,Bình Thạnh,"4,92",3,1,1,1,https://www.airbnb.com.vn/rooms/43537885?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899964_P3RwA5hnWbyDW4kG&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
125,07- Audrey House-Small.Quiet,₫250.526 ,Quận 7,"4,70",1,1,0,0,https://www.airbnb.com.vn/rooms/42787439?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1031491346&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899964_P3zPkzjvOMd-5P7-&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
126,Studio Cửa sổ 325/37 Bạch Đằng (GT),₫300.631 ,Bình Thạnh,"4,80",2,1,1,1,https://www.airbnb.com.vn/rooms/1107678475420939931?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899966_P3_ewlYi9bdhtV0h&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
127,Nhà ấm cúng gần Nhà thờ Đức Bà,₫590.604 ,Quận 1,"4,86",3,1,1,1,https://www.airbnb.com.vn/rooms/841228399880392089?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899967_P3SD2WmrexuC3BG8&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
128,Studio ẤM cúng gần Landmark 81,₫551.157 ,Bình Thạnh,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1056195429588674831?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899967_P3Wpeqt3mNQAwXLz&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
129,Căn Hộ - 1 Phòng Ngủ Ấm Cúng,₫776.000 ,Tân Bình,NA,1,1,0,0,https://www.airbnb.com.vn/rooms/1085217426047530356?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1968339656&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899967_P3o1acSXjIhMyHJx&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
130,Căn hộ 3B ấm cúng * Gần chợ Bến Thành,₫314.000 ,Việt Nam,"4,57",1,1,0,0,https://www.airbnb.com.vn/rooms/24056720?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=470269607&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899967_P3Oxl-MNB3yYoLO4&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
131,"P""m""P. 18 : Đá cẩm thạch ẩn trên tầng thượng Glorious",₫2.505.257 ,Quận 1,"4,97",2,1,1,1,https://www.airbnb.com.vn/rooms/927469887311755470?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-25&check_out=2024-08-30&source_impression_id=p3_1723899967_P3ELcc4Oo1yXkhBX&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
132,Ngắm hoàng hôn rơi ở Tân Phú,₫253.129 ,Tân Phú,"4,83",2,1,1,1,https://www.airbnb.com.vn/rooms/47059074?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899967_P3w7Y6ssENGMeizU&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
133,Evelyn 's Spacious Private Studio với ban công D.1,₫576.209 ,Hồ Chí Minh,"4,80",2,1,1,1,https://www.airbnb.com.vn/rooms/41583509?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899967_P3VYKhann09hdhxw&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
134,Zodiac Masteri Thảo Điền APT T2,₫744.061 ,Thảo Điền,"5,0",3,1,1,1,https://www.airbnb.com.vn/rooms/1203473684314921795?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-29&check_out=2024-09-03&source_impression_id=p3_1723899967_P3SKd9cdQYLlpDMj&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
135,*Landmark Plus*#Classic/Modern 1BR~ Bể bơi/Phòng tập thể dục miễn phí,₫1.104.400 ,Bình Thạnh,"5,0",3,1,1,1,https://www.airbnb.com.vn/rooms/1096160485960984810?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899967_P3Yv8jQj8bBjBb9V&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
136,"Cách sông, trung tâm thành phố 2 bước, WIFI NHANH",₫468.000 ,Quận 1,"4,88",2,1,1,0,https://www.airbnb.com.vn/rooms/1123521333933605134?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899967_P32LzJrkA_ZAbcna&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
137,Tầm nhìn toàn cảnh yên bình @Landmark 81+ Hồ bơi và phòng tập thể dục,₫1.585.111 ,Bình Thạnh,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/836723060829453268?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899967_P3EEfsPw8vbecgC9&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
138,GIẢM giá 20% cho căn gác độc đáo + bồn tắm,₫586.230 ,Quận 1,"4,46",4,1,1,1,https://www.airbnb.com.vn/rooms/908181153590352571?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-26&check_out=2024-08-31&source_impression_id=p3_1723899967_P32E5pUMq741bs3M&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
139,"Phòng ấm cúng gần sân bay TSN, Quận 1",₫275.578 ,Phú Nhuận,"4,50",1,1,0,0,https://www.airbnb.com.vn/rooms/1205516387929766889?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1957692716&search_mode=regular_search&check_in=2024-08-29&check_out=2024-09-03&source_impression_id=p3_1723899967_P3KsJgQwC5JyQmpV&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
140,Nhà hoàn toàn mới ấm cúng ngay trung tâm Sài Gòn Sn,₫466.755 ,Quận 1,"4,91",1,1,0,0,https://www.airbnb.com.vn/rooms/665102660109739656?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1449094130&search_mode=regular_search&check_in=2024-08-30&check_out=2024-09-04&source_impression_id=p3_1723899967_P3llQpbH1MYKcHhF&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
141,"Sạch sẽ, thoáng mát, sang trọng",₫350.736 ,Tân Bình,"4,85",2,1,1,0,https://www.airbnb.com.vn/rooms/1152461684031041896?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-09-15&check_out=2024-09-20&source_impression_id=p3_1723899967_P3ZbHu5jRKadAYiv&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
142,Căn hộ Landmark view 2 phòng ngủ tại T1 Masteri Thảo Điền,₫847.400 ,Quận 2,"4,84",6,2,2,2,https://www.airbnb.com.vn/rooms/770766488132952056?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899967_P3BsKiQBb1igPdEv&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
143,Bright Room @City Centre - gần các điểm tham quan Sài Gòn,₫556.000 ,Quận 1,"4,91",1,1,0,0,https://www.airbnb.com.vn/rooms/997862779520762232?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1786375848&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899967_P3E38do4Ix8id0Y8&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
144,Căn hộ 3B ấm cúng * Gần chợ Bến Thành,₫314.000 ,Việt Nam,"4,57",1,1,0,0,https://www.airbnb.com.vn/rooms/24056720?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=470269607&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899969_P37WAP6DwR8N0iew&previous_page_section_name=1000&federated_search_id=eae7f781-5349-4c17-923e-f0e71e8844c5
145,"P""m""P.15 : Ốc đảo sang trọng ấm cúng ở trung tâm thành phố",₫936.966 ,Quận 1,"4,94",2,1,1,0,https://www.airbnb.com.vn/rooms/925974022029019363?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-31&check_out=2024-09-05&source_impression_id=p3_1723899970_P3GFEn7MQiZ3TPK0&previous_page_section_name=1000&federated_search_id=eae7f781-5349-4c17-923e-f0e71e8844c5
146,Studio Cửa sổ 325/37 Bạch Đằng (GT),₫300.631 ,Bình Thạnh,"4,80",2,1,1,1,https://www.airbnb.com.vn/rooms/1107678475420939931?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899970_P3dcetSBiAb1Ux8i&previous_page_section_name=1000&federated_search_id=eae7f781-5349-4c17-923e-f0e71e8844c5
147,Nhà hoàn toàn mới ấm cúng ngay trung tâm Sài Gòn Sn,₫466.755 ,Quận 1,"4,91",1,1,0,0,https://www.airbnb.com.vn/rooms/665102660109739656?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1449094130&search_mode=regular_search&check_in=2024-08-30&check_out=2024-09-04&source_impression_id=p3_1723899970_P3zFOcB_hRb05Us2&previous_page_section_name=1000&federated_search_id=eae7f781-5349-4c17-923e-f0e71e8844c5
148,Bright Room @City Centre - gần các điểm tham quan Sài Gòn,₫556.000 ,Quận 1,"4,91",1,1,0,0,https://www.airbnb.com.vn/rooms/997862779520762232?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1786375848&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899970_P3n9C8_yJEGWrpcu&previous_page_section_name=1000&federated_search_id=eae7f781-5349-4c17-923e-f0e71e8844c5
149,B786/ 2 phòng ngủ/ 60m2 Lv2-NO thang máy,₫764.573 ,Tân Bình,"4,96",5,2,3,1,https://www.airbnb.com.vn/rooms/547315666047094506?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-09-08&check_out=2024-09-13&source_impression_id=p3_1723899970_P33pHDXRZ9vQywfs&previous_page_section_name=1000&federated_search_id=eae7f781-5349-4c17-923e-f0e71e8844c5
150,Budget Studio theo phong cách sang trọng ở Quận 1,₫576.000 ,Quận 1,"5,0",7,1,1,1,https://www.airbnb.com.vn/rooms/1194989152484115199?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899970_P3gToJGGnsNbiWUy&previous_page_section_name=1000&federated_search_id=eae7f781-5349-4c17-923e-f0e71e8844c5
151,"P""m""P.25: Tầng áp mái* khung kính màu kỳ diệu",₫746.567 ,Quận 1,"5,0",2,1,1,0,https://www.airbnb.com.vn/rooms/1195622911661963623?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-25&check_out=2024-08-30&source_impression_id=p3_1723899970_P3e6U0MCoVstxDXz&previous_page_section_name=1000&federated_search_id=eae7f781-5349-4c17-923e-f0e71e8844c5
152,Căn hộ gần China Town - Trọng Chánh Homestay,₫926.945 ,Quận 5,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1043465763251545257?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-25&check_out=2024-08-30&source_impression_id=p3_1723899970_P3-tBuh2MLkpq3Da&previous_page_section_name=1000&federated_search_id=eae7f781-5349-4c17-923e-f0e71e8844c5
153,"Sạch sẽ, thoáng mát, sang trọng",₫350.736 ,Tân Bình,"4,85",2,1,1,0,https://www.airbnb.com.vn/rooms/1152461684031041896?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-09-15&check_out=2024-09-20&source_impression_id=p3_1723899970_P3C_9xSl7B8PqZfj&previous_page_section_name=1000&federated_search_id=eae7f781-5349-4c17-923e-f0e71e8844c5
154,Căn hộ 2 giường Vincom Center Saigon View tại D1.,₫4.734.936 ,Quận 1,"4,91",6,2,2,2,https://www.airbnb.com.vn/rooms/952879292673402540?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899970_P3bDTAVQiccjtvc8&previous_page_section_name=1000&federated_search_id=eae7f781-5349-4c17-923e-f0e71e8844c5
155,GIẢM giá 20% cho căn gác độc đáo + bồn tắm,₫586.230 ,Quận 1,"4,46",4,1,1,1,https://www.airbnb.com.vn/rooms/908181153590352571?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-26&check_out=2024-08-31&source_impression_id=p3_1723899970_P3-CBBiEffRhH-c2&previous_page_section_name=1000&federated_search_id=eae7f781-5349-4c17-923e-f0e71e8844c5
156,Happy house 213 _Near bên Thanh maket_in a minute,₫412.200 ,Quận 1,"4,66",4,1,2,1,https://www.airbnb.com.vn/rooms/682153044015044318?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899970_P30EVtvW367VuAJW&previous_page_section_name=1000&federated_search_id=eae7f781-5349-4c17-923e-f0e71e8844c5
157,Studio lớn của SaiGon Center dành cho người nước ngoài /Tầm nhìn đẹp nhất 16-4,₫846.627 ,Quận 4,"4,93",3,1,2,1,https://www.airbnb.com.vn/rooms/620077421444504791?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899970_P3ftc8b3gs6pygFk&previous_page_section_name=1000&federated_search_id=eae7f781-5349-4c17-923e-f0e71e8844c5
158,Studio nhỏ gọn và yên tĩnh | D1 HCM |,₫400.000 ,Quận 1,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1054189778395134768?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-27&check_out=2024-09-01&source_impression_id=p3_1723899970_P3u05MmVdnIAiRY7&previous_page_section_name=1000&federated_search_id=eae7f781-5349-4c17-923e-f0e71e8844c5
159,Tầm nhìn đẹp 3 sao tại trung tâm Thảo Điền/có Netflix,₫520.041 ,Quận 2,"4,79",4,1,2,1,https://www.airbnb.com.vn/rooms/833087155926147391?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899970_P3wk2v3UVrw2QcB4&previous_page_section_name=1000&federated_search_id=eae7f781-5349-4c17-923e-f0e71e8844c5
160,Kỳ nghỉ ấm cúng - 05 phút đến Sân bay Tân Sơn Nhất,₫380.000 ,Ho Chi Minh,"4,92",2,1,1,0,https://www.airbnb.com.vn/rooms/1156901490293413767?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-09-18&check_out=2024-09-23&source_impression_id=p3_1723899970_P37OFKJR5MK2fEKE&previous_page_section_name=1000&federated_search_id=eae7f781-5349-4c17-923e-f0e71e8844c5
161,Ngôi nhà ấm cúng và không gian yên tĩnh an toàn ở Trung Sơn R4,₫300.000 ,Bình Chánh,"4,86",5,5,P,0,https://www.airbnb.com.vn/rooms/30009164?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=615766681&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899970_P3_g_w6nmeaelNem&previous_page_section_name=1000&federated_search_id=eae7f781-5349-4c17-923e-f0e71e8844c5
162,B786/ 2 phòng ngủ/ 60m2 Lv2-NO thang máy,₫764.573 ,Tân Bình,"4,96",5,2,3,1,https://www.airbnb.com.vn/rooms/547315666047094506?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-09-08&check_out=2024-09-13&source_impression_id=p3_1723899971_P3Dp4vHiWPsYD_-7&previous_page_section_name=1000&federated_search_id=7a49034a-df1e-43e6-9ef1-6366b9311691
163,Studio lớn của SaiGon Center dành cho người nước ngoài /Tầm nhìn đẹp nhất 16-4,₫846.627 ,Quận 4,"4,93",3,1,2,1,https://www.airbnb.com.vn/rooms/620077421444504791?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899972_P3-Jn2d7aUvPp3Zg&previous_page_section_name=1000&federated_search_id=7a49034a-df1e-43e6-9ef1-6366b9311691
164,Ngôi nhà ấm cúng và không gian yên tĩnh an toàn ở Trung Sơn R4,₫300.000 ,Bình Chánh,"4,86",5,5,P,0,https://www.airbnb.com.vn/rooms/30009164?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=615766681&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899972_P3u_fj5p3Q-n70U4&previous_page_section_name=1000&federated_search_id=7a49034a-df1e-43e6-9ef1-6366b9311691
165,"P""m""P.25: Tầng áp mái* khung kính màu kỳ diệu",₫746.567 ,Quận 1,"5,0",2,1,1,0,https://www.airbnb.com.vn/rooms/1195622911661963623?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-25&check_out=2024-08-30&source_impression_id=p3_1723899972_P3jA7-zzjaoO5X4l&previous_page_section_name=1000&federated_search_id=7a49034a-df1e-43e6-9ef1-6366b9311691
166,1 phòng ngủ tại Vinhomes với tầng cao và tầm nhìn ra L81,₫1.390.730 ,Bình Thạnh,"4,97",2,1,1,1,https://www.airbnb.com.vn/rooms/47438648?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899972_P3PZWBrszXNtRAfY&previous_page_section_name=1000&federated_search_id=7a49034a-df1e-43e6-9ef1-6366b9311691
167,NTT203_studio dài hạn Ở Phú Nhuận giá tốt nhất,₫372.783 ,Phú Nhuận,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1204320340033928553?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899972_P3tJpalfXCB0XkH0&previous_page_section_name=1000&federated_search_id=7a49034a-df1e-43e6-9ef1-6366b9311691
168,Saigon Central-Modern condo cho người nước ngoài và du khách,₫764.000 ,Ho chi minh city,"4,84",2,1,1,1,https://www.airbnb.com.vn/rooms/36469037?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-22&check_out=2024-08-27&source_impression_id=p3_1723899972_P31BEOew0kbmUZH1&previous_page_section_name=1000&federated_search_id=7a49034a-df1e-43e6-9ef1-6366b9311691
169,(1)Top 10 Airbnb Downtown @BenThanh @BuiVien,₫801.682 ,Quận 1,"4,88",2,1,1,1,https://www.airbnb.com.vn/rooms/1021027523769990137?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-23&check_out=2024-08-28&source_impression_id=p3_1723899972_P3KaIPytjAZQe6av&previous_page_section_name=1000&federated_search_id=7a49034a-df1e-43e6-9ef1-6366b9311691
170,Căn hộ Masteri Thảo Điền,₫475.000 ,Quận 2,NA,1,1,0,0,https://www.airbnb.com.vn/rooms/1218076393876467725?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1970634690&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899972_P3rplpt17S3-VA-x&previous_page_section_name=1000&federated_search_id=7a49034a-df1e-43e6-9ef1-6366b9311691
171,Studio nhỏ gọn và yên tĩnh | D1 HCM |,₫400.000 ,Quận 1,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1054189778395134768?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-27&check_out=2024-09-01&source_impression_id=p3_1723899972_P30VQfpPM5JzO0Vv&previous_page_section_name=1000&federated_search_id=7a49034a-df1e-43e6-9ef1-6366b9311691
172,1 pho ̀ ng ngu ̉*Landmark Plus* Vinhomes Central Park Luxury,₫1.040.000 ,Bình Thạnh,NA,2,1,1,1,https://www.airbnb.com.vn/rooms/1108476272420768289?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899972_P36ovGTV2y2-5tN9&previous_page_section_name=1000&federated_search_id=7a49034a-df1e-43e6-9ef1-6366b9311691
173,"Phòng sạch sẽ, thuận tiện và ấm cúng số 1 ở Quận 3",₫817.465 ,Quận 3,"4,91",2,1,1,1,https://www.airbnb.com.vn/rooms/20870033?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899972_P3A1l3VyMENoACwf&previous_page_section_name=1000&federated_search_id=7a49034a-df1e-43e6-9ef1-6366b9311691
174,[R502] Lagom Central Saigon Minimalism style,₫530.000 ,Bình Thạnh,"4,83",1,1,0,0,https://www.airbnb.com.vn/rooms/1064271432618059070?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1815797491&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899972_P3c2HpcE85S1n-pw&previous_page_section_name=1000&federated_search_id=7a49034a-df1e-43e6-9ef1-6366b9311691
175,BathTub | Tiny Studio cạnh Litte Japan Central,₫602.200 ,Quận 1,"4,53",2,1,1,1,https://www.airbnb.com.vn/rooms/1070741695508432866?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899972_P3-yK6uA8ET5Lc9J&previous_page_section_name=1000&federated_search_id=7a49034a-df1e-43e6-9ef1-6366b9311691
176,Emma House 9 - Studio The Oasis Vinhomes Q9,₫453.251 ,Quận 9,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1043247109549304364?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899972_P3yxJeY4eUrK_gH_&previous_page_section_name=1000&federated_search_id=7a49034a-df1e-43e6-9ef1-6366b9311691
177,Cubicity Hidden House 4E,₫651.367 ,Quận 1,"4,82",2,1,1,1,https://www.airbnb.com.vn/rooms/715090193428401012?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899972_P3fS9Ioy2FOx1n6t&previous_page_section_name=1000&federated_search_id=7a49034a-df1e-43e6-9ef1-6366b9311691
178,Giường và sách Xám - Một trải nghiệm Việt Nam đích thực,₫275.578 ,Quận 4,"4,78",1,1,0,0,https://www.airbnb.com.vn/rooms/21668113?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=406962163&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899972_P3w7yaMQDtysd75E&previous_page_section_name=1000&federated_search_id=7a49034a-df1e-43e6-9ef1-6366b9311691
179,Phòng thực vật học Phòng thí nghiệm rộng rãi + ban công bằng thiết bị TUẦN HOÀN,₫504.000 ,Hồ Chí Minh,"4,87",1,1,0,0,https://www.airbnb.com.vn/rooms/32369178?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=790447389&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899972_P3TrWR2gaHqeciCf&previous_page_section_name=1000&federated_search_id=7a49034a-df1e-43e6-9ef1-6366b9311691
